,queries,labels
2080,Baeltrees (Marmelos de Aeche),Baeltrees (Aegle marmelos)
2081,Baeltrees (Aegle Marmelos),Baeltrees (Aegle marmelos)
2082,Calamondintrees (cytofortunella microcarpa),Calamondintrees (Citrofortunella microcarpa)
2083,Calamondinttes (Citrofunella microcarpa),Calamondintrees (Citrofortunella microcarpa)
2084,Citronrees (Citrus Medica),Citrontrees (Citrus medica)
2085,Citronees (Citrus Medica),Citrontrees (Citrus medica)
2086,Clementinerees (Citrus Clementina),Clementinetrees (Citrus clementina)
2087,Clementinetrees (Citrus Clementina),Clementinetrees (Citrus clementina)
2088,Greprefruitrees (Citrus paradisi),Graprefruittrees (Citrus paradisi)
2089,Grapefruites (Citrus Paradisi),Graprefruittrees (Citrus paradisi)
2090,Resistant Orange Tean (Trifolata Poncirus),Hardy orangetrees (Poncirus trifolata)
2091,Hardy orange (Poncirus trifolata),Hardy orangetrees (Poncirus trifolata)
2092,Indian Limetrees (Citrus Limettioides),Indian limetrees (Citrus limettioides)
2093,Indian limits (Citrus Limettoides),Indian limetrees (Citrus limettioides)
2094,Kingrees (citrus nobilis),Kingtrees (Citrus nobilis)
2095,Kingtrees (Citrus Nobilis),Kingtrees (Citrus nobilis)
2096,Kumquatrees (Japanese citrus),Kumquattrees (Citrus japonica)
2097,Kumqututes (Citrus Japanica),Kumquattrees (Citrus japonica)
2098,Limonrees (Citrus Limon),Lemontrees (Citrus limon)
2099,Lemontrees (Citrus Limon),Lemontrees (Citrus limon)
2100,Limetrees (Citrus Latifolia),Limetrees (Citrus latifolia)
2101,Lime (Latifolia citrus),Limetrees (Citrus latifolia)
2102,Mandinte (citrus x reticulata),Mandarintrees (Citrus x reticulata)
2103,Mandarintres (Citrus x Reticulata),Mandarintrees (Citrus x reticulata)
2104,Mexican Limetrees (Citrus Aurantifolia),Mexican limetrees (Citrus aurantifolia)
2105,Mexican limits (citrus Auranfolia),Mexican limetrees (Citrus aurantifolia)
2106,Minneolatrees (citrus x tangelo),Minneolatrees (Citrus x tangelo)
2107,Minneolatrees (Citrus x Tangelo),Minneolatrees (Citrus x tangelo)
2108,Papedatrees (Citrus Papeda),Papedatrees (Citrus papeda)
2109,Papedatrees (Citrus Papeda),Papedatrees (Citrus papeda)
2110,Pomeltares (Citrus Maxima),Pomelotrees (Citrus maxima)
2111,Pomelotrees (Maxima Citrus),Pomelotrees (Citrus maxima)
2112,Satsumatrees (Citrus reticulata 'satsuma'),Satsumatrees (Citrus reticulata 'Satsuma')
2113,"Satsumatrees (citrus reticulata ""satsuma"")",Satsumatrees (Citrus reticulata 'Satsuma')
2114,Agrio Orange Trans (Citrus Aurantium),Sour orangetrees (Citrus aurantium)
2115,Angite orangeters (Aurantium Citrus),Sour orangetrees (Citrus aurantium)
2116,LIMETRES SWEETS (Citrus Limetta),Sweet limetrees (Citrus limetta)
2117,Sweet LimeTones (Citrus Limetta),Sweet limetrees (Citrus limetta)
2118,Sweet Orangereses (citrus sinensis),Sweet orangetrees (Citrus sinensis)
2119,Sweet orangeters (sinensis citrus),Sweet orangetrees (Citrus sinensis)
2120,TANGERINREES (Citrus tangerin),Tangerinetrees (Citrus tangerina)
2121,Tangerinette (citrus tangerina),Tangerinetrees (Citrus tangerina)
2122,Wameretters (Clausena Lansium),Wampeetrees (Clausena lansium)
2123,Wampeetrees (Clausena Lansium),Wampeetrees (Clausena lansium)
2124,Cactus Figples (Opuntia ficus-Indica),Cactus figplants (Opuntia ficus-indica)
2125,Cactus figants (opuntia ficus-line),Cactus figplants (Opuntia ficus-indica)
2126,Redfleshed Dulce Pitahaya or Dragonfruitplants (Hylocereus Costaricensis),Redfleshed Sweet Pitahaya or Dragonfruitplants (Hylocereus costaricensis)
2127,Redfleshed Sweet Pitahaya or Dragonfruitplants (Hylocereus Costaurisis),Redfleshed Sweet Pitahaya or Dragonfruitplants (Hylocereus costaricensis)
2128,Pitayaplants Agrios (Stenocereo),Sour Pitayaplants (Stenocereus)
2129,Bitter pitayaplants (stenoreus),Sour Pitayaplants (Stenocereus)
2130,Pitahaya or Whitefleshed (Hylocereus Undatus) dragonfruit,Whitefleshed Pitahaya or Dragonfruitplants (Hylocereus undatus)
2131,Yellow pitahayaplas (selenicereus megalanthus),Yellow Pitahayaplants (Selenicereus megalanthus)
2132,Yellow pitahayaplants (selenicereus megalanthus),Yellow Pitahayaplants (Selenicereus megalanthus)
2133,American Persimmontes (Godpyros Virginiana),American Persimmontrees (Diospyros virginiana)
2134,American Persimmontres (Diospyros Virginiana),American Persimmontrees (Diospyros virginiana)
2135,Avacadotrees (American Persea),Avocadotrees (Persea americana)
2136,Avocadotres (Persea Americaa),Avocadotrees (Persea americana)
2137,Barbadine/Gigante Granadillatrees (Passiflora Cuangularis),Barbadine/Giant Granadillatrees (Passiflora quadrangularis)
2138,Barbadine / giant granadillaries (passiflora quadrangularis),Barbadine/Giant Granadillatrees (Passiflora quadrangularis)
2139,Bayberryrees (Myrica),Bayberrytrees (Myrica)
2140,Bilimbitrees (Averrhoa Bilimbi),Bilimbitrees (Averrhoa bilimbi)
2141,Bilimbitrees (Averrhoa Bilimbi),Bilimbitrees (Averrhoa bilimbi)
2142,BLACK SAPOYDERS (Godpyros Digyna),Black Sapotetrees (Diospyros digyna)
2143,Black sappedrees (Diospyros Digyna),Black Sapotetrees (Diospyros digyna)
2144,Bread fruits (artocarpus altilis),Breadfruittrees (Artocarpus Altilis)
2145,BREADFRUITTREES (Artocarpus altilis),Breadfruittrees (Artocarpus Altilis)
2146,Cabo Gooseberrytrees (Physalis Peruviana),Cape Gooseberrytrees (Physalis peruviana)
2147,Gooseberryrees cape (Physalis Peruviana),Cape Gooseberrytrees (Physalis peruviana)
2148,Carambola - Starfruitrees (Averrhoa Carambola),Carambola - starfruittrees (Averrhoa carambola)
2149,Carambola - Starfruittrees (Averrhoa Carambola),Carambola - starfruittrees (Averrhoa carambola)
2150,Chemedoktreat (Integer de Artocarpus),Chempedaktrees (Artocarpus integer)
2151,CHEMPEDAKTREES (whole artocarpus),Chempedaktrees (Artocarpus integer)
2152,Chinese jugging (Ziziphus jujuba),Chinese Jujubetrees (Ziziphus jujuba)
2153,Chinese jujubetrees (Ziziphus jujuba),Chinese Jujubetrees (Ziziphus jujuba)
2154,Cupuaçutes (Theobroma grandiflora),Cupuaçutrees (Theobroma grandiflora)
2155,CURABASTREES (Passiflora Mollissima),Curabastrees (Passiflora Mollissima)
2156,Curabastrees (Mollissima passiflora),Curabastrees (Passiflora Mollissima)
2157,Duriantrees (Durio Zibethinus),Duriantrees (Durio zibethinus)
2158,Duriants (Durio Zibethinus),Duriantrees (Durio zibethinus)
2159,Figures (Ficus Carica),Figtrees (Ficus carica)
2160,Figtrees (ficus carica),Figtrees (Ficus carica)
2161,Guamacilo,Guamachil
2162,Indian Jujubictreses (Mauritian Ziziphus),Indian jujubetrees (Ziziphus mauritiana)
2163,Indian Jujubetre (Ziziphus Mauritiana),Indian jujubetrees (Ziziphus mauritiana)
2164,Indian Plumbre (Flacourtia indicates),Indian plumtrees (Flacourtia indica)
2165,Indian plumtrees (Flacourtia Indica),Indian plumtrees (Flacourtia indica)
2166,Jackfruit / Nankatrees (Artocarpus Heterophyllus),Jackfruit/Nankatrees (Artocarpus heterophyllus)
2167,Jamaica Cherrytrees (Mundingia Calabura),Jamaica cherrytrees (Muntingia calabura)
2168,Jamaica Cherrytrees (Muttingia Calabura),Jamaica cherrytrees (Muntingia calabura)
2169,Jengkoltares (archidendron jiriraza),Jengkoltrees (Archidendron jiringa)
2170,Jengkoltrees (Archidendron Jiringa),Jengkoltrees (Archidendron jiringa)
2171,Kakitrees (Godpyros Kaki),Kakitrees (Diospyros kaki)
2172,Kakitrees (Diospyros Khaki),Kakitrees (Diospyros kaki)
2173,Kiwifruitrees (delicious actinidia),Kiwifruittrees (Actinidia deliciosa)
2174,Kokumrees (Garcinia indicates),Kokumtrees (Garcinia indica)
2175,Kokumrees (Garcinia Indica),Kokumtrees (Garcinia indica)
2176,Langsattares (Lansium domestum),Langsattrees (Lansium domesticum)
2177,Langstutes (lansium domesticum),Langsattrees (Lansium domesticum)
2178,Mabolotrees (Godpyros discolor),Mabolotrees (Diospyros discolor)
2179,MABOCOTRE (Diospyros Discinère),Mabolotrees (Diospyros discolor)
2180,MANGOSTEENTRES (GARCINIA MORGOSTANA),Mangosteentrees (Garcinia mangostana)
2181,Mangosteentrees (Garcinia Mangostana),Mangosteentrees (Garcinia mangostana)
2182,Maracujatrees (passiflora edulis),Maracujatrees (Passiflora edulis)
2183,Mountain papayatrees (Vasconcelea Pubescens),Mountain papayatrees (Vasconcellea pubescens)
2184,Mountain papayatrees (vasconcellea pubescens),Mountain papayatrees (Vasconcellea pubescens)
2185,Muelberrytrees (Morus),Mulberrytrees (Morus)
2186,Mulberryrees (Morus),Mulberrytrees (Morus)
2187,Nonitrees (Morinda Citrifolia),Nonitrees (Morinda citrifolia)
2188,Non-artees (Morinda citrifolia),Nonitrees (Morinda citrifolia)
2189,Papayatrees (Carica Papaya),Papayatrees (Carica papaya)
2190,Papayatrees (Carica Papaya),Papayatrees (Carica papaya)
2191,Pineappleplants (Ananas Comosus),Pineappleplants (Ananas comosus)
2192,Pineappleplants (pineapple comosus),Pineappleplants (Ananas comosus)
2193,Garnetes (Punica Granatum),Pomegranatetrees (Punica granatum)
2194,Pomegranatetrees (Punica Granatum),Pomegranatetrees (Punica granatum)
2195,Santolrees (Sandoricum koetjape),Santoltrees (Sandoricum koetjape)
2196,Santoltrees (Sandoricum Koetjape),Santoltrees (Sandoricum koetjape)
2197,Granadillatrees sweets (passiflora ligularis),Sweet Granadillatrees (Passiflora ligularis)
2198,Sweet Granadillaries (Ligularis Passiflora),Sweet Granadillatrees (Passiflora ligularis)
2199,Tamarillree (Cyphomandra Betacea),Tamarillotrees (Cyphomandra betacea)
2200,Tamarind or Indian data (tamarindus indicates),Tamarind or Indian datetrees (Tamarindus indica)
2201,Tamarin or Indian data date (Tamarindus Indica),Tamarind or Indian datetrees (Tamarindus indica)
2202,ACAIPALMTREES (Euterpe Oleracea),Acaipalmtrees (Euterpe oleracea)
2203,ACAPALMTREES (EUTERPE OLERACEA),Acaipalmtrees (Euterpe oleracea)
2204,Coconut palm trees (nucifera coconuts),Coconut palmtrees (Cocos nucifera)
2205,Coconut (Cocos Nucifera),Coconut palmtrees (Cocos nucifera)
2206,Datepalmtares (Phoenix Dactylifera),Datepalmtrees (Phoenix dactylifera)
2207,DatePalmtrees (Phoenix Dactylifera),Datepalmtrees (Phoenix dactylifera)
2208,Palmyra Palmrees (Borassus),Palmyra palmtrees (Borassus)
2209,Palmyra Palmtrees (Borassus),Palmyra palmtrees (Borassus)
2210,Salaktree (Salacca edulis),Salaktrees (Salacca edulis)
2211,Salaktrees (Salacca Edulis),Salaktrees (Salacca edulis)
2212,Sink,Bignay
2213,Burmans Guañones (Baccaurea Ramiflora),Burmese grapetrees (Baccaurea ramiflora)
2214,Burmese grapechers (Baccaurea ramiflora),Burmese grapetrees (Baccaurea ramiflora)
2215,You bring Indian currants (phyllanthus error),Indian gooseberrytrees (Phyllanthus emblica)
2216,Goosernetres Indian (Phyllanthus Emblica),Indian gooseberrytrees (Phyllanthus emblica)
2217,Rambaitrees (Motleyana Baccaurea),Rambaitrees (Baccaurea motleyana)
2218,Rambitrees (Baccaurea Motleyana),Rambaitrees (Baccaurea motleyana)
2219,Star-Gooseberrytrees (Phyllanthus acidus),Star-gooseberrytrees (Phyllanthus acidus)
2220,Tampoitrees (Baccaurea Macrocarpa),Tampoitrees (Baccaurea macrocarpa)
2221,Tampoitrees (Baccaurea Macrocarpa),Tampoitrees (Baccaurea macrocarpa)
2222,African star/Estrella Estrella Appleters (Chrysophyllum albidum),African star apple/white star appletrees (Chrysophyllum albidum)
2223,African Star Apple / White Star Appletes (Chrysophyllum Albidum),African star apple/white star appletrees (Chrysophyllum albidum)
2224,Lucumatrees (Pouteria Lucuma),Lucumatrees (Pouteria lucuma)
2225,Lucumatrees (Pouteria Lucuma),Lucumatrees (Pouteria lucuma)
2226,Mamey sapotreses (sapota pouteria),Mamey Sapotetrees (Pouteria sapota)
2227,Mamey Sapotetrees (Pouteria Sapota),Mamey Sapotetrees (Pouteria sapota)
2228,Sapodillatrees (Manilkara Zapota),Sapodillatrees (Manilkara zapota)
2229,Sapodillatrees (Manilkara Zapota),Sapodillatrees (Manilkara zapota)
2230,Star turns (chrysophyllum cainito),Star-appletrees (Chrysophyllum cainito)
2231,Star applets (chrysophyllum cainito),Star-appletrees (Chrysophyllum cainito)
2232,White sapotreses (Casimiroa edulis),White Sapotetrees (Casimiroa edulis)
2233,White sapotetrees (Casimiroa Edulis),White Sapotetrees (Casimiroa edulis)
2234,Yellow Mameytrees (American Mammea),Yellow Mameytrees (Mammea americana)
2235,Yellow mameyrees (mammea americana),Yellow Mameytrees (Mammea americana)
2236,Yellow sapotreses (Pouteria Campechiana),Yellow Sapotetrees (Pouteria campechiana)
2237,Yellow sapotetrees (Pouteria Campechiana),Yellow Sapotetrees (Pouteria campechiana)
2238,Ackeeterees (Blightia sapida),Ackeetrees (Blighia sapida)
2239,Ackeetrees (Blighia Sapida),Ackeetrees (Blighia sapida)
2240,Longantres (Dimocarpus Longan),Longantrees (Dimocarpus longan)
2241,Lycheetrees (lithchi chinensis),Lycheetrees (Litchi chinensis)
2242,Lycheetrees (Litchi Chinensis),Lycheetrees (Litchi chinensis)
2243,Mamoncillotares (meliococcus bijgatus),Mamoncillotrees (Meliococcus Bijgatus)
2244,Mamoncillotes (Meliococcus Bijgatus),Mamoncillotrees (Meliococcus Bijgatus)
2245,Rambutantrees (Nefelio Lappaceum),Rambutantrees (Nephelium lappaceum)
2246,Rambutantres (nephelium lappaceum),Rambutantrees (Nephelium lappaceum)
2247,Tavatrees (Píometia Pinnata),Tavatrees (Pometia pinnata)
2248,Tavatrees (Pometia Pinnata),Tavatrees (Pometia pinnata)
2249,American Groundnutplas (Apios American),American Groundnutplants (Apios americana)
2250,American closes (APIOS America),American Groundnutplants (Apios americana)
2251,Bambara Groundnutplants (Underground Vigna),Bambara groundnutplants (Vigna subterranea)
2252,Bambara Fermnutplants (Vigna Subterranea),Bambara groundnutplants (Vigna subterranea)
2253,Hausa Groundnutplants (Macrotyloma Geocarpum),Hausa groundnutplants (Macrotyloma geocarpum)
2254,Hausa Foordnumurs (Macrotylome Geocarpum),Hausa groundnutplants (Macrotyloma geocarpum)
2255,Peanutplants (Arachis Hypoagaa),Peanutplants (Arachis hypogaea)
2256,Peanuutpants (Arachis Hypogaea),Peanutplants (Arachis hypogaea)
2257,Feijoatrees (Feijoa Selowian),Feijoatrees (Feijoa sellowiana)
2258,Feijoatrees (Feijoa Selowiana),Feijoatrees (Feijoa sellowiana)
2259,Guaverees (Psidium Guajava),Guavetrees (Psidium guajava)
2260,Guavecteres (Psidium Guajava),Guavetrees (Psidium guajava)
2261,Jabuticabatrees (Myrciaria Cauliflora),Jabuticabatrees (Myrciaria cauliflora)
2262,JABUTICABATREES (Myrciaria cauliflora),Jabuticabatrees (Myrciaria cauliflora)
2263,Jambelandrees (Syzygium cumini),Jambolantrees (Syzygium cumini)
2264,Jamoltes (Cumini syzygium),Jambolantrees (Syzygium cumini)
2265,Java-Afflifres (Syzygium Samarangense),Java-appletrees (Syzygium samarangense)
2266,Java-Appletes (syzygium samarangense),Java-appletrees (Syzygium samarangense)
2267,MA-KIANGTREES (CLEISTOCALYX ORDULATUS VAR. PANIALA),Ma-kiangtrees (Cleistocalyx operculatus var. paniala)
2268,Ma-Kiangtrees (Cleistocalyx Opeculaus Var. Paniala),Ma-kiangtrees (Cleistocalyx operculatus var. paniala)
2269,Malayrose turns (Syzygium Malaccense),Malayrose-appletrees (Syzygium malaccense)
2270,Malayrose applets (MalacSense syzygium),Malayrose-appletrees (Syzygium malaccense)
2271,Strawberry Guavatrones (Psidium gattleianum),Strawberry Guavatrees (Psidium cattleianum)
2272,Goyant strawberries (psidium captiva),Strawberry Guavatrees (Psidium cattleianum)
2273,Water Appletters (Syzygium aqueum),Water appletrees (Syzygium aqueum)
2274,Water appletes (syzygium aqueum),Water appletrees (Syzygium aqueum)
2275,Almondrees (Prunus Dulcis Var. Dulcis),Almondtrees (Prunus dulcis var. dulcis)
2276,Almondrees (prunus dulcis var. Dulcis),Almondtrees (Prunus dulcis var. dulcis)
2277,Betel palm trees,Betel palms
2278,Palms de Bétel,Betel palms
2279,Bitter Almondrees (Prunus Dulcis Var. Amara),Bitter almondtrees (Prunus dulcis var. amara)
2280,Amondadrees bitter (prunus dulcis var. Amara),Bitter almondtrees (Prunus dulcis var. amara)
2281,Brazilrees (Bertholletia Excelsa),Braziltrees (Bertholletia excelsa)
2282,BRAZILTREES (Bertholletia Excelsa),Braziltrees (Bertholletia excelsa)
2283,Swarri butter or nourishes (Caryocar Nucifierum),Butter or swarri nuttrees (Caryocar nuciferum)
2284,Butter or swarri nuttrees (calyocar nuciferum),Butter or swarri nuttrees (Caryocar nuciferum)
2285,Antaceceterea (Western Anacardium),Cashewtrees (Anacardium occidentale)
2286,Cashew (western anacardium),Cashewtrees (Anacardium occidentale)
2287,Chestnutrees (Castanea sativa),Chestnuttrees (Castanea sativa)
2288,Chestnuts (Castanea Sativa),Chestnuttrees (Castanea sativa)
2289,Chinquapinte (Castanopsis),Chinquapintrees (Castanopsis)
2290,Chinquapintes (Castanopsis),Chinquapintrees (Castanopsis)
2291,Hazeltrees (Corylus Avellana),Hazeltrees (Corylus avellana)
2292,Hazeltrees (Corylus Avellana),Hazeltrees (Corylus avellana)
2293,Indian Almondrees (Catappa terminal),Indian almondtrees (Terminalia catappa)
2294,Indian amondadrees (terminalia catappa),Indian almondtrees (Terminalia catappa)
2295,Java Almondrees (Canarium indicum),Java almondtrees (Canarium indicum)
2296,Almondrees Java (Canarium Indicum),Java almondtrees (Canarium indicum)
2297,Kolatrees (Coacinata Cola),Kolatrees (Cola acuminata)
2298,Kolatrees (Cola Acuminata),Kolatrees (Cola acuminata)
2299,Macadamiatrees (Macadamia Ternifolia),Macadamiatrees (Macadamia ternifolia)
2300,Macadamiatres (Macadamia ternifolia),Macadamiatrees (Macadamia ternifolia)
2301,Monkyypottrees (Lecythis Ollaria),Monkeypottrees (Lecythis ollaria)
2302,MonkeyPottrees (Lortia Ollaria),Monkeypottrees (Lecythis ollaria)
2303,Mozindatrees (African threculia),Mozindatrees (Treculia africana)
2304,Mozindatrees (Treculia Africana),Mozindatrees (Treculia africana)
2305,Paradise or Sapucaia Nuttree (Lecythis Zabucajo),Paradise or sapucaia nuttrees (Lecythis zabucajo)
2306,Paradise or Sapucaia Nuttrees (Zabucajo's release),Paradise or sapucaia nuttrees (Lecythis zabucajo)
