,queries,labels
8353,,FRANCE - LANGUEDOC - HAUTE VALLEE DE L'ORB
8354,,FRANCE - LANGUEDOC - HAUTE VALLEE DE L'ORB
8355,,FRANCE - LANGUEDOC - LA CLAPE
8356,,FRANCE - LANGUEDOC - LA CLAPE
8357,,FRANCE - LANGUEDOC - LANGUEDOC
8358,,FRANCE - LANGUEDOC - LANGUEDOC
8359,,FRANCE - LANGUEDOC - LE PAYS CATHARE
8360,,FRANCE - LANGUEDOC - LE PAYS CATHARE
8361,,FRANCE - LANGUEDOC - LIMOUX
8362,,FRANCE - LANGUEDOC - LIMOUX
8363,,FRANCE - LANGUEDOC - MALEPERE
8364,,FRANCE - LANGUEDOC - MALEPERE
8365,,FRANCE - LANGUEDOC - MINERVOIS
8366,,FRANCE - LANGUEDOC - MINERVOIS
8367,,FRANCE - LANGUEDOC - MINERVOIS-LA LIVINIERE
8368,,FRANCE - LANGUEDOC - MINERVOIS-LA LIVINIERE
8369,,FRANCE - LANGUEDOC - MUSCAT DE FRONTIGNAN OR FRONTIGNAN OR VIN DE FRONTIGNAN
8370,,FRANCE - LANGUEDOC - MUSCAT DE FRONTIGNAN OR FRONTIGNAN OR VIN DE FRONTIGNAN
8371,,FRANCE - LANGUEDOC - MUSCAT DE LUNEL
8372,,FRANCE - LANGUEDOC - MUSCAT DE LUNEL
8373,,FRANCE - LANGUEDOC - MUSCAT DE MIREVAL
8374,,FRANCE - LANGUEDOC - MUSCAT DE MIREVAL
8375,,FRANCE - LANGUEDOC - MUSCAT DE SAINT-JEAN-DE-MINERVOIS
8376,,FRANCE - LANGUEDOC - MUSCAT DE SAINT-JEAN-DE-MINERVOIS
8377,,FRANCE - LANGUEDOC - PAYS D'HERAULT
8378,,FRANCE - LANGUEDOC - PAYS D'HERAULT
8379,,FRANCE - LANGUEDOC - PAYS D'HERAULT BENOVIE
8380,,FRANCE - LANGUEDOC - PAYS D'HERAULT BENOVIE
8381,,FRANCE - LANGUEDOC - PAYS D'HERAULT BERANGE
8382,,FRANCE - LANGUEDOC - PAYS D'HERAULT BERANGE
8383,,FRANCE - LANGUEDOC - PAYS D'HERAULT CASSAN
8384,,FRANCE - LANGUEDOC - PAYS D'HERAULT CASSAN
8385,,FRANCE - LANGUEDOC - PAYS D'HERAULT CESSENON
8386,,FRANCE - LANGUEDOC - PAYS D'HERAULT CESSENON
8387,,FRANCE - LANGUEDOC - PAYS D'HERAULT COLLINES DE LA MOURE
8388,,FRANCE - LANGUEDOC - PAYS D'HERAULT COLLINES DE LA MOURE
8389,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DE BESSILLES
8390,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DE BESSILLES
8391,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DE FONTCAUDE
8392,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DE FONTCAUDE
8393,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DE LAURENS
8394,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DE LAURENS
8395,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DE MURVIEL
8396,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DE MURVIEL
8397,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DU SALAGOU
8398,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTEAUX DU SALAGOU
8399,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTES DU BRIAN
8400,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTES DU BRIAN
8401,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTES DU CERESSOU
8402,,FRANCE - LANGUEDOC - PAYS D'HERAULT COTES DU CERESSOU
8403,,FRANCE - LANGUEDOC - PAYS D'HERAULT MONT BAUDILE
8404,,FRANCE - LANGUEDOC - PAYS D'HERAULT MONT BAUDILE
8405,,FRANCE - LANGUEDOC - PAYS D'HERAULT MONTS DE LA GRAGE
8406,,FRANCE - LANGUEDOC - PAYS D'HERAULT MONTS DE LA GRAGE
8407,,FRANCE - LANGUEDOC - PAYS D'HERAULT PAYS DE BESSAN
8408,,FRANCE - LANGUEDOC - PAYS D'HERAULT PAYS DE BESSAN
8409,,FRANCE - LANGUEDOC - PAYS D'HERAULT PAYS DE CAUX
8410,,FRANCE - LANGUEDOC - PAYS D'HERAULT PAYS DE CAUX
8411,,FRANCE - LANGUEDOC - PAYS D'OC
8412,,FRANCE - LANGUEDOC - PAYS D'OC
8413,,FRANCE - LANGUEDOC - SABLE DE CAMARGUE
8414,,FRANCE - LANGUEDOC - SABLE DE CAMARGUE
8415,,FRANCE - LANGUEDOC - SAINT-CHINIAN
8416,,FRANCE - LANGUEDOC - SAINT-CHINIAN
8417,,FRANCE - LANGUEDOC - SAINT-GUILHEM-LE-DESERT
8418,,FRANCE - LANGUEDOC - SAINT-GUILHEM-LE-DESERT
8419,,FRANCE - LANGUEDOC - SAINT-GUILHEM-LE-DESERT CITE D'ANIANE
8420,,FRANCE - LANGUEDOC - SAINT-GUILHEM-LE-DESERT CITE D'ANIANE
8421,,FRANCE - LANGUEDOC - SAINT-GUILHEM-LE-DESERT VAL DE MONTFERRAND
8422,,FRANCE - LANGUEDOC - SAINT-GUILHEM-LE-DESERT VAL DE MONTFERRAND
8423,,FRANCE - LANGUEDOC - TERRASSES DU LARZAC
8424,,FRANCE - LANGUEDOC - TERRASSES DU LARZAC
8425,,FRANCE - LANGUEDOC - VALLEE DU PARADIS
8426,,FRANCE - LANGUEDOC - VALLEE DU PARADIS
8427,,FRANCE - LANGUEDOC - VALLEE DU TORGAN
8428,,FRANCE - LANGUEDOC - VALLEE DU TORGAN
8429,,FRANCE - LANGUEDOC - VICOMTE D'AUMELAS
8430,,FRANCE - LANGUEDOC - VICOMTE D'AUMELAS
8431,,FRANCE - LANGUEDOC - VICOMTE D'AUMELAS VALLEE DOREE
8432,,FRANCE - LANGUEDOC - VICOMTE D'AUMELAS VALLEE DOREE
8433,,FRANCE - LOIRE VALLEY - ANJOU
8434,,FRANCE - LOIRE VALLEY - ANJOU
8435,,FRANCE - LOIRE VALLEY - ANJOU VILLAGES
8436,,FRANCE - LOIRE VALLEY - ANJOU VILLAGES
8437,,FRANCE - LOIRE VALLEY - ANJOU VILLAGES BRISSAC
8438,,FRANCE - LOIRE VALLEY - ANJOU VILLAGES BRISSAC
8439,,FRANCE - LOIRE VALLEY - ANJOU-COTEAUX DE LA LOIRE
8440,,FRANCE - LOIRE VALLEY - ANJOU-COTEAUX DE LA LOIRE
8441,,FRANCE - LOIRE VALLEY - BONNEZEAUX
8442,,FRANCE - LOIRE VALLEY - BONNEZEAUX
8443,,FRANCE - LOIRE VALLEY - BOURGUEIL
8444,,FRANCE - LOIRE VALLEY - BOURGUEIL
8445,,FRANCE - LOIRE VALLEY - CABERNET D'ANJOU
8446,,FRANCE - LOIRE VALLEY - CABERNET D'ANJOU
8447,,FRANCE - LOIRE VALLEY - CABERNET DE SAUMUR
8448,,FRANCE - LOIRE VALLEY - CABERNET DE SAUMUR
8449,,FRANCE - LOIRE VALLEY - CALVADOS
8450,,FRANCE - LOIRE VALLEY - CALVADOS
8451,,FRANCE - LOIRE VALLEY - CALVADOS GRISY
8452,,FRANCE - LOIRE VALLEY - CALVADOS GRISY
8453,,FRANCE - LOIRE VALLEY - CHATEAUMEILLANT
8454,,FRANCE - LOIRE VALLEY - CHATEAUMEILLANT
8455,,FRANCE - LOIRE VALLEY - CHAUME
8456,,FRANCE - LOIRE VALLEY - CHAUME
8457,,FRANCE - LOIRE VALLEY - CHEVERNY
8458,,FRANCE - LOIRE VALLEY - CHEVERNY
8459,,FRANCE - LOIRE VALLEY - CHINON
8460,,FRANCE - LOIRE VALLEY - CHINON
8461,,FRANCE - LOIRE VALLEY - COTE ROANNAISE
8462,,FRANCE - LOIRE VALLEY - COTE ROANNAISE
8463,,FRANCE - LOIRE VALLEY - COTEAUX D'ANCENIS
8464,,FRANCE - LOIRE VALLEY - COTEAUX D'ANCENIS
8465,,FRANCE - LOIRE VALLEY - COTEAUX DE L'AUBANCE
8466,,FRANCE - LOIRE VALLEY - COTEAUX DE L'AUBANCE
8467,,FRANCE - LOIRE VALLEY - COTEAUX DE SAUMUR
8468,,FRANCE - LOIRE VALLEY - COTEAUX DE SAUMUR
8469,,FRANCE - LOIRE VALLEY - COTEAUX DE TANNAY
8470,,FRANCE - LOIRE VALLEY - COTEAUX DE TANNAY
8471,,FRANCE - LOIRE VALLEY - COTEAUX DU CHER ET DE L'ARNON
8472,,FRANCE - LOIRE VALLEY - COTEAUX DU CHER ET DE L'ARNON
8473,,FRANCE - LOIRE VALLEY - COTEAUX DU GIENNOIS
8474,,FRANCE - LOIRE VALLEY - COTEAUX DU GIENNOIS
8475,,FRANCE - LOIRE VALLEY - COTEAUX DU LAYON
8476,,FRANCE - LOIRE VALLEY - COTEAUX DU LAYON
8477,,FRANCE - LOIRE VALLEY - COTEAUX DU LAYON CHAUME
8478,,FRANCE - LOIRE VALLEY - COTEAUX DU LAYON CHAUME
8479,,FRANCE - LOIRE VALLEY - COTEAUX DU LOIR
8480,,FRANCE - LOIRE VALLEY - COTEAUX DU LOIR
8481,,FRANCE - LOIRE VALLEY - COTEAUX DU VENDOMOIS
8482,,FRANCE - LOIRE VALLEY - COTEAUX DU VENDOMOIS
8483,,FRANCE - LOIRE VALLEY - COTES D'AUVERGNE
8484,,FRANCE - LOIRE VALLEY - COTES D'AUVERGNE
8485,,FRANCE - LOIRE VALLEY - COTES DE LA CHARITE
8486,,FRANCE - LOIRE VALLEY - COTES DE LA CHARITE
8487,,FRANCE - LOIRE VALLEY - COTES DU FOREZ
8488,,FRANCE - LOIRE VALLEY - COTES DU FOREZ
8489,,FRANCE - LOIRE VALLEY - COUR-CHEVERNY
8490,,FRANCE - LOIRE VALLEY - COUR-CHEVERNY
8491,,FRANCE - LOIRE VALLEY - CREMANT DE LOIRE
8492,,FRANCE - LOIRE VALLEY - CREMANT DE LOIRE
8493,,FRANCE - LOIRE VALLEY - FIEFS VENDEENS
8494,,FRANCE - LOIRE VALLEY - FIEFS VENDEENS
8495,,FRANCE - LOIRE VALLEY - GROS PLANT DU PAYS NANTAIS
8496,,FRANCE - LOIRE VALLEY - GROS PLANT DU PAYS NANTAIS
8497,,FRANCE - LOIRE VALLEY - HAUTE-VIENNE
8498,,FRANCE - LOIRE VALLEY - HAUTE-VIENNE
8499,,FRANCE - LOIRE VALLEY - HAUT-POITOU
8500,,FRANCE - LOIRE VALLEY - HAUT-POITOU
8501,,FRANCE - LOIRE VALLEY - JASNIERES
8502,,FRANCE - LOIRE VALLEY - JASNIERES
8503,,FRANCE - LOIRE VALLEY - MENETOU-SALON
8504,,FRANCE - LOIRE VALLEY - MENETOU-SALON
8505,,FRANCE - LOIRE VALLEY - MONTLOUIS-SUR-LOIRE
8506,,FRANCE - LOIRE VALLEY - MONTLOUIS-SUR-LOIRE
8507,,FRANCE - LOIRE VALLEY - MUSCADET
8508,,FRANCE - LOIRE VALLEY - MUSCADET
8509,,FRANCE - LOIRE VALLEY - MUSCADET COTEAUX DE LA LOIRE
8510,,FRANCE - LOIRE VALLEY - MUSCADET COTEAUX DE LA LOIRE
8511,,FRANCE - LOIRE VALLEY - MUSCADET COTES DE GRANDLIEU
8512,,FRANCE - LOIRE VALLEY - MUSCADET COTES DE GRANDLIEU
8513,,FRANCE - LOIRE VALLEY - MUSCADET SEVRE ET MAINE
8514,,FRANCE - LOIRE VALLEY - MUSCADET SEVRE ET MAINE
8515,,FRANCE - LOIRE VALLEY - ORLEANS
8516,,FRANCE - LOIRE VALLEY - ORLEANS
8517,,FRANCE - LOIRE VALLEY - ORLEANS-CLERY
8518,,FRANCE - LOIRE VALLEY - ORLEANS-CLERY
8519,,FRANCE – LOIRE VALLEY – POUILLY-FUME OU BLANC FUME DE POUILLY
8520,,FRANCE – LOIRE VALLEY – POUILLY-FUME OU BLANC FUME DE POUILLY
8521,,FRANCE - LOIRE VALLEY - POUILLY-SUR-LOIRE
8522,,FRANCE - LOIRE VALLEY - POUILLY-SUR-LOIRE
8523,,FRANCE - LOIRE VALLEY - PUY-DE-DOME
8524,,FRANCE - LOIRE VALLEY - PUY-DE-DOME
8525,,FRANCE - LOIRE VALLEY - QUARTS DE CHAUME
8526,,FRANCE - LOIRE VALLEY - QUARTS DE CHAUME
8527,,FRANCE - LOIRE VALLEY - QUINCY
8528,,FRANCE - LOIRE VALLEY - QUINCY
8529,,FRANCE - LOIRE VALLEY - REUILLY
8530,,FRANCE - LOIRE VALLEY - REUILLY
8531,,FRANCE - LOIRE VALLEY - ROSE D'ANJOU
8532,,FRANCE - LOIRE VALLEY - ROSE D'ANJOU
8533,,FRANCE - LOIRE VALLEY - ROSE DE LOIRE
8534,,FRANCE - LOIRE VALLEY - ROSE DE LOIRE
8535,,FRANCE - LOIRE VALLEY - SAINT-NICOLAS-DE-BOURGUEIL
8536,,FRANCE - LOIRE VALLEY - SAINT-NICOLAS-DE-BOURGUEIL
8537,,FRANCE - LOIRE VALLEY - SAINT-POURCAIN
8538,,FRANCE - LOIRE VALLEY - SAINT-POURCAIN
8539,,FRANCE - LOIRE VALLEY - SANCERRE
8540,,FRANCE - LOIRE VALLEY - SANCERRE
8541,,FRANCE - LOIRE VALLEY - SAUMUR
8542,,FRANCE - LOIRE VALLEY - SAUMUR
8543,,FRANCE - LOIRE VALLEY - SAUMUR-CHAMPIGNY
8544,,FRANCE - LOIRE VALLEY - SAUMUR-CHAMPIGNY
8545,,FRANCE - LOIRE VALLEY - SAVENNIERES
8546,,FRANCE - LOIRE VALLEY - SAVENNIERES
8547,,FRANCE - LOIRE VALLEY - SAVENNIERES COULEE DE SERRANT
8548,,FRANCE - LOIRE VALLEY - SAVENNIERES COULEE DE SERRANT
8549,,FRANCE - LOIRE VALLEY - SAVENNIERES ROCHE AUX MOINES
8550,,FRANCE - LOIRE VALLEY - SAVENNIERES ROCHE AUX MOINES
8551,,FRANCE - LOIRE VALLEY - TOURAINE
8552,,FRANCE - LOIRE VALLEY - TOURAINE
8553,,FRANCE - LOIRE VALLEY - TOURAINE NOBLE JOUE
8554,,FRANCE - LOIRE VALLEY - TOURAINE NOBLE JOUE
8555,,FRANCE - LOIRE VALLEY - URFE
8556,,FRANCE - LOIRE VALLEY - URFE
8557,,FRANCE - LOIRE VALLEY - URFE AMBIERLE ROSE
8558,,FRANCE - LOIRE VALLEY - URFE AMBIERLE ROSE
8559,,FRANCE - LOIRE VALLEY - URFE TRELINS
8560,,FRANCE - LOIRE VALLEY - URFE TRELINS
8561,,FRANCE - LOIRE VALLEY - VAL DE LOIRE
8562,,FRANCE - LOIRE VALLEY - VAL DE LOIRE
8563,,FRANCE - LOIRE VALLEY - VAL DE LOIRE ALLIER
8564,,FRANCE - LOIRE VALLEY - VAL DE LOIRE ALLIER
8565,,FRANCE - LOIRE VALLEY - VAL DE LOIRE CHER
8566,,FRANCE - LOIRE VALLEY - VAL DE LOIRE CHER
8567,,FRANCE - LOIRE VALLEY - VAL DE LOIRE INDRE
8568,,FRANCE - LOIRE VALLEY - VAL DE LOIRE INDRE
8569,,FRANCE - LOIRE VALLEY - VAL DE LOIRE INDRE-ET-LOIRE
8570,,FRANCE - LOIRE VALLEY - VAL DE LOIRE INDRE-ET-LOIRE
8571,,FRANCE - LOIRE VALLEY - VAL DE LOIRE LOIRE-ATLANTIQUE
8572,,FRANCE - LOIRE VALLEY - VAL DE LOIRE LOIRE-ATLANTIQUE
8573,,FRANCE - LOIRE VALLEY - VAL DE LOIRE LOIRET
8574,,FRANCE - LOIRE VALLEY - VAL DE LOIRE LOIRET
8575,,FRANCE - LOIRE VALLEY - VAL DE LOIRE LOIR-ET-CHER
8576,,FRANCE - LOIRE VALLEY - VAL DE LOIRE LOIR-ET-CHER
8577,,FRANCE - LOIRE VALLEY - VAL DE LOIRE MAINE-ET-LOIRE
8578,,FRANCE - LOIRE VALLEY - VAL DE LOIRE MAINE-ET-LOIRE
8579,,FRANCE - LOIRE VALLEY - VAL DE LOIRE MARCHES DE BRETAGNE
8580,,FRANCE - LOIRE VALLEY - VAL DE LOIRE MARCHES DE BRETAGNE
8581,,FRANCE - LOIRE VALLEY - VAL DE LOIRE NIEVRE
8582,,FRANCE - LOIRE VALLEY - VAL DE LOIRE NIEVRE
8583,,FRANCE - LOIRE VALLEY - VAL DE LOIRE PAYS DE RETZ
8584,,FRANCE - LOIRE VALLEY - VAL DE LOIRE PAYS DE RETZ
8585,,FRANCE - LOIRE VALLEY - VAL DE LOIRE SARTHE
8586,,FRANCE - LOIRE VALLEY - VAL DE LOIRE SARTHE
8587,,FRANCE - LOIRE VALLEY - VAL DE LOIRE VENDEE
8588,,FRANCE - LOIRE VALLEY - VAL DE LOIRE VENDEE
8589,,FRANCE - LOIRE VALLEY - VAL DE LOIRE VIENNE
8590,,FRANCE - LOIRE VALLEY - VAL DE LOIRE VIENNE
8591,,FRANCE - LOIRE VALLEY - VALENCAY
8592,,FRANCE - LOIRE VALLEY - VALENCAY
8593,,FRANCE - LOIRE VALLEY - VOUVRAY
8594,,FRANCE - LOIRE VALLEY - VOUVRAY
8595,,FRANCE - LORRAINE - COTES DE MEUSE
8596,,FRANCE - LORRAINE - COTES DE MEUSE
8597,,FRANCE - LORRAINE - COTES DE TOUL
8598,,FRANCE - LORRAINE - COTES DE TOUL
8599,,FRANCE - LORRAINE - MOSELLE
8600,,FRANCE - LORRAINE - MOSELLE
8601,,FRANCE - MIDI
8602,,FRANCE - MIDI
8603,,FRANCE - MIDI - COTEAUX DU LANGUEDOC
8604,,FRANCE - MIDI - COTEAUX DU LANGUEDOC
8605,,FRANCE - PROVENCE - ALPES-DE-HAUTE-PROVENCE
8606,,FRANCE - PROVENCE - ALPES-DE-HAUTE-PROVENCE
8607,,FRANCE - PROVENCE - ALPES-MARITIMES
8608,,FRANCE - PROVENCE - ALPES-MARITIMES
8609,,FRANCE - PROVENCE - ALPILLES
8610,,FRANCE - PROVENCE - ALPILLES
8611,,FRANCE - PROVENCE - BANDOL
8612,,FRANCE - PROVENCE - BANDOL
8613,,FRANCE - PROVENCE - BELLET OU VIN DE BELLET
8614,,FRANCE - PROVENCE - BELLET OU VIN DE BELLET
8615,,FRANCE - PROVENCE - BOUCHES-DU-RHONE
8616,,FRANCE - PROVENCE - BOUCHES-DU-RHONE
8617,,FRANCE - PROVENCE - BOUCHES-DU-RHONE TERRE DE CAMARGUE
8618,,FRANCE - PROVENCE - BOUCHES-DU-RHONE TERRE DE CAMARGUE
8619,,FRANCE - PROVENCE - CASSIS
8620,,FRANCE - PROVENCE - CASSIS
8621,,FRANCE - PROVENCE - COTEAUX D'AIX-EN-PROVENCE
8622,,FRANCE - PROVENCE - COTEAUX D'AIX-EN-PROVENCE
8623,,FRANCE - PROVENCE - COTEAUX VAROIS EN PROVENCE
8624,,FRANCE - PROVENCE - COTEAUX VAROIS EN PROVENCE
8625,,FRANCE - PROVENCE - CÔTES DE BORDEAUX - CASTILLON
8626,,FRANCE - PROVENCE - CÔTES DE BORDEAUX - CASTILLON
8627,,FRANCE - PROVENCE - CÔTES DE BORDEAUX - FRANCS
8628,,FRANCE - PROVENCE - CÔTES DE BORDEAUX - FRANCS
8629,,FRANCE - PROVENCE - COTES DE PROVENCE
8630,,FRANCE - PROVENCE - COTES DE PROVENCE
8631,,FRANCE - PROVENCE - HAUTES-ALPES
8632,,FRANCE - PROVENCE - HAUTES-ALPES
8633,,FRANCE - PROVENCE - LES BAUX DE PROVENCE
8634,,FRANCE - PROVENCE - LES BAUX DE PROVENCE
8635,,FRANCE - PROVENCE - MAURES
8636,,FRANCE - PROVENCE - MAURES
8637,,FRANCE - PROVENCE - MONT CAUME
8638,,FRANCE - PROVENCE - MONT CAUME
8639,,FRANCE - PROVENCE - PALETTE
8640,,FRANCE - PROVENCE - PALETTE
8641,,FRANCE - PROVENCE - PIERREVERT
8642,,FRANCE - PROVENCE - PIERREVERT
8643,,FRANCE - PROVENCE - VAR
8644,,FRANCE - PROVENCE - VAR
8645,,FRANCE - PROVENCE - VAR ARGENS
8646,,FRANCE - PROVENCE - VAR ARGENS
8647,,FRANCE - PROVENCE - VAR COTEAUX DU VERDON
8648,,FRANCE - PROVENCE - VAR COTEAUX DU VERDON
8649,,FRANCE - PROVENCE - VAR SAINTE BAUME
8650,,FRANCE - PROVENCE - VAR SAINTE BAUME
8651,,FRANCE - RHONE VALLEY - ARDECHE
8652,,FRANCE - RHONE VALLEY - ARDECHE
8653,,FRANCE - RHONE VALLEY - ARDECHE COTEAUX DE L'ARDECHE
8654,,FRANCE - RHONE VALLEY - ARDECHE COTEAUX DE L'ARDECHE
8655,,FRANCE - RHONE VALLEY - BEAUMES DE VENISE
8656,,FRANCE - RHONE VALLEY - BEAUMES DE VENISE
8657,,FRANCE – RHONE VALLEY – CAIRANNE
8658,,FRANCE – RHONE VALLEY – CAIRANNE
8659,,FRANCE - RHONE VALLEY - CHATEAU-GRILLET
8660,,FRANCE - RHONE VALLEY - CHATEAU-GRILLET
8661,,FRANCE - RHONE VALLEY - CHATEAUNEUF-DU-PAPE
8662,,FRANCE - RHONE VALLEY - CHATEAUNEUF-DU-PAPE
8663,,FRANCE - RHONE VALLEY - CHATILLON-EN-DIOIS
8664,,FRANCE - RHONE VALLEY - CHATILLON-EN-DIOIS
8665,,FRANCE - RHONE VALLEY - CLAIRETTE DE BELLEGARDE
8666,,FRANCE - RHONE VALLEY - CLAIRETTE DE BELLEGARDE
8667,,FRANCE - RHONE VALLEY - CLAIRETTE DE DIE
8668,,FRANCE - RHONE VALLEY - CLAIRETTE DE DIE
8669,,FRANCE - RHONE VALLEY - CLOS DE LA ROCHE
8670,,FRANCE - RHONE VALLEY - CLOS DE LA ROCHE
8671,,FRANCE - RHONE VALLEY - COLLINES RHODANIENNES
8672,,FRANCE - RHONE VALLEY - COLLINES RHODANIENNES
8673,,FRANCE - RHONE VALLEY - COMTES RHODANIENS
8674,,FRANCE - RHONE VALLEY - COMTES RHODANIENS
8675,,FRANCE - RHONE VALLEY - CONDRIEU
8676,,FRANCE - RHONE VALLEY - CONDRIEU
8677,,FRANCE - RHONE VALLEY - CORNAS
8678,,FRANCE - RHONE VALLEY - CORNAS
8679,,FRANCE - RHONE VALLEY - COSTIERES DE NIMES
8680,,FRANCE - RHONE VALLEY - COSTIERES DE NIMES
8681,,FRANCE - RHONE VALLEY - COTE ROTIE
8682,,FRANCE - RHONE VALLEY - COTE ROTIE
8683,,FRANCE - RHONE VALLEY - COTEAUX DE DIE
8684,,FRANCE - RHONE VALLEY - COTEAUX DE DIE
8685,,FRANCE - RHONE VALLEY - COTEAUX DES BARONNIES
8686,,FRANCE - RHONE VALLEY - COTEAUX DES BARONNIES
8687,,FRANCE - RHONE VALLEY - COTES DU RHONE
8688,,FRANCE - RHONE VALLEY - COTES DU RHONE
8689,,FRANCE - RHONE VALLEY - COTES DU RHONE VILLAGES
8690,,FRANCE - RHONE VALLEY - COTES DU RHONE VILLAGES
8691,,FRANCE - RHONE VALLEY - COTES DU VIVARAIS
8692,,FRANCE - RHONE VALLEY - COTES DU VIVARAIS
8693,,FRANCE - RHONE VALLEY - CREMANT DE DIE
8694,,FRANCE - RHONE VALLEY - CREMANT DE DIE
8695,,FRANCE - RHONE VALLEY - CROZES-HERMITAGE OU CROZES-ERMITAGE
8696,,FRANCE - RHONE VALLEY - CROZES-HERMITAGE OU CROZES-ERMITAGE
8697,,FRANCE - RHONE VALLEY - DROME
8698,,FRANCE - RHONE VALLEY - DROME
8699,,FRANCE - RHONE VALLEY - DROME COMTE DE GRIGNAN
8700,,FRANCE - RHONE VALLEY - DROME COMTE DE GRIGNAN
8701,,FRANCE - RHONE VALLEY - DROME COTEAUX DE MONTELIMAR
8702,,FRANCE - RHONE VALLEY - DROME COTEAUX DE MONTELIMAR
8703,,FRANCE - RHONE VALLEY - GIGONDAS
8704,,FRANCE - RHONE VALLEY - GIGONDAS
8705,,FRANCE - RHONE VALLEY - GRIGNAN-LES-ADHEMAR
8706,,FRANCE - RHONE VALLEY - GRIGNAN-LES-ADHEMAR
8707,,FRANCE - RHONE VALLEY - HERMITAGE OU ERMITAGE OU L'HERMITAGE OU L'ERMITAGE
8708,,FRANCE - RHONE VALLEY - HERMITAGE OU ERMITAGE OU L'HERMITAGE OU L'ERMITAGE
8709,,FRANCE - RHONE VALLEY - LIRAC
8710,,FRANCE - RHONE VALLEY - LIRAC
8711,,FRANCE - RHONE VALLEY - LUBERON
8712,,FRANCE - RHONE VALLEY - LUBERON
8713,,FRANCE - RHONE VALLEY - MEDITERRANEE COMTE DE GRIGNAN
8714,,FRANCE - RHONE VALLEY - MEDITERRANEE COMTE DE GRIGNAN
8715,,FRANCE - RHONE VALLEY - MEDITERRANEE COTEAUX DE MONTELIMAR
8716,,FRANCE - RHONE VALLEY - MEDITERRANEE COTEAUX DE MONTELIMAR
8717,,FRANCE - RHONE VALLEY - MUSCAT DE BEAUMES-DE-VENISE
8718,,FRANCE - RHONE VALLEY - MUSCAT DE BEAUMES-DE-VENISE
8719,,FRANCE - RHONE VALLEY - PROVENCE AND CORSICA VINEYARDS - MEDITERRANEE
8720,,FRANCE - RHONE VALLEY - PROVENCE AND CORSICA VINEYARDS - MEDITERRANEE
8721,,FRANCE - RHONE VALLEY - RASTEAU
8722,,FRANCE - RHONE VALLEY - RASTEAU
8723,,FRANCE - RHONE VALLEY - SAINT-JOSEPH
8724,,FRANCE - RHONE VALLEY - SAINT-JOSEPH
8725,,FRANCE - RHONE VALLEY - SAINT-PERAY
8726,,FRANCE - RHONE VALLEY - SAINT-PERAY
8727,,FRANCE - RHONE VALLEY - TAVEL
8728,,FRANCE - RHONE VALLEY - TAVEL
8729,,FRANCE - RHONE VALLEY - VACQUEYRAS
8730,,FRANCE - RHONE VALLEY - VACQUEYRAS
8731,,FRANCE - RHONE VALLEY - VAUCLUSE
8732,,FRANCE - RHONE VALLEY - VAUCLUSE
8733,,FRANCE - RHONE VALLEY - VAUCLUSE AIGUES
8734,,FRANCE - RHONE VALLEY - VAUCLUSE AIGUES
8735,,FRANCE - RHONE VALLEY - VAUCLUSE PRINCIPAUTE D'ORANGE
8736,,FRANCE - RHONE VALLEY - VAUCLUSE PRINCIPAUTE D'ORANGE
8737,,FRANCE - RHONE VALLEY - VENTOUX
8738,,FRANCE - RHONE VALLEY - VENTOUX
8739,,FRANCE - RHONE VALLEY - VINSOBRES
8740,,FRANCE - RHONE VALLEY - VINSOBRES
8741,,FRANCE - ROUSSILLON - BANYULS
8742,,FRANCE - ROUSSILLON - BANYULS
8743,,FRANCE - ROUSSILLON - BANYULS GRAND CRU
8744,,FRANCE - ROUSSILLON - BANYULS GRAND CRU
8745,,FRANCE - ROUSSILLON - COLLIOURE
8746,,FRANCE - ROUSSILLON - COLLIOURE
8747,,FRANCE - ROUSSILLON - COTE VERMEILLE
8748,,FRANCE - ROUSSILLON - COTE VERMEILLE
8749,,FRANCE - ROUSSILLON - COTES CATALANES
8750,,FRANCE - ROUSSILLON - COTES CATALANES
8751,,FRANCE - ROUSSILLON - COTES CATALANES PYRENEES ORIENTALES
8752,,FRANCE - ROUSSILLON - COTES CATALANES PYRENEES ORIENTALES
8753,,FRANCE - ROUSSILLON - COTES DU ROUSSILLON
8754,,FRANCE - ROUSSILLON - COTES DU ROUSSILLON
8755,,FRANCE - ROUSSILLON - COTES DU ROUSSILLON VILLAGES
8756,,FRANCE - ROUSSILLON - COTES DU ROUSSILLON VILLAGES
8757,,FRANCE - ROUSSILLON - GRAND ROUSSILLON
